10965-12763-11660	 0.44233321  0.16143386  0.60980448  0.26299866  0.98642762  0.47180222   0.60970314  0.44126577  0.18823199  0.61172761  0.77336954  0.39606529   0.51783402  0.57957023  0.12613953  0.48323903  0.65076998  0.79867072   0.41490786  0.47207846  0.65302972  0.62430679  0.05684249  0.26477526   0.03260435  0.62690819  0.53480747  0.14945631  0.68830449  0.90520439   0.16731524  0.77421605  0.74737783  0.36904775  0.46801017  0.38993062   0.4746291   0.97854718  0.76422201  0.35139034  0.76650114  0.18637668   0.6641808   0.787741    0.96274709  0.63336477  0.71402882  0.40978327   0.12989762  0.40061085  0.05615572  0.73585159  0.60410732  0.35689872   0.74513745  0.39202644  0.07062507  0.37057572  0.04866126  0.99055124   0.51134727  0.07774841  0.17016881  0.65049663  0.4911598   0.2945753   0.75141933  0.02854964  0.49679708  0.06276457  0.53396458  0.97387153   0.40862664  0.79786448  0.37041827  0.92522729  0.31596292  0.01723044   0.17583768  0.30511992  0.74111493  0.26142593  0.05451735  0.81931271   0.0608462   0.69065364  0.38914582  0.3125554   0.03489997  0.30850989   0.8664528   0.46689297  0.93002403  0.13796988  0.26496924  0.5593069   0.21231526  0.73203035  0.2936696   0.48287518
10984-8222-15245	 0.55177872  0.63623884  0.72256804  0.44802013  0.60186871  0.93398076   0.8224971   0.98628948  0.16265902  0.27328415  0.76891245  0.74409849   0.84756975  0.19275582  0.01843032  0.88636101  0.99793684  0.49961246   0.68288611  0.73460953  0.08272004  0.63965695  0.33185015  0.93540712   0.11514432  0.3939782   0.80623106  0.88041985  0.0732179   0.8840665   0.93073303  0.53024661  0.69362305  0.32346041  0.87434063  0.26690708   0.87250367  0.23633848  0.65602097  0.45453673  0.78591942  0.09692541   0.3113771   0.69244701  0.85232728  0.64088995  0.92089612  0.49816011   0.30567438  0.14516137  0.84492103  0.21060153  0.50507679  0.01499866   0.01131666  0.13808515  0.58375696  0.41190258  0.53148141  0.44887562   0.98166651  0.64619977  0.80833095  0.2652996   0.59903528  0.27086533   0.31975437  0.71118741  0.73031291  0.24328424  0.52998851  0.33310562   0.04000761  0.90918814  0.10794993  0.48958422  0.44407243  0.83107972   0.29248631  0.39873719  0.42803583  0.28096412  0.55236064  0.15319806   0.90083493  0.51228261  0.56648329  0.18154964  0.0864554   0.58899824   0.51399823  0.85936913  0.78391343  0.49505405  0.77927008  0.70873437   0.28570017  0.86276678  0.40040066  0.52425489
11008-9044-22797	 0.39922178  0.62272136  0.96909583  0.47297794  0.94851696  0.17581754   0.10337446  0.79098175  0.97129895  0.24850316  0.92247715  0.43606932   0.07694981  0.91827399  0.23022407  0.04281137  0.94663414  0.81212502   0.4060099   0.51901109  0.81925495  0.67580704  0.9939381   0.08240266   0.39965793  0.27404507  0.33444296  0.90605511  0.39301542  0.17081697   0.25037281  0.17427937  0.74671295  0.76964821  0.72451122  0.78385089   0.79693097  0.96197451  0.49322076  0.20790964  0.01017722  0.79461381   0.46514024  0.74143014  0.03806783  0.84237601  0.54307414  0.80099311   0.66389009  0.33661629  0.88366374  0.21877896  0.69851796  0.94758734   0.69124163  0.87313898  0.27122065  0.12518572  0.88164134  0.63972039   0.04158963  0.45850689  0.26826658  0.45669932  0.40222541  0.1122264   0.12194059  0.63339296  0.76346852  0.30831445  0.33276718  0.19367779   0.49345122  0.57180314  0.9804658   0.85642416  0.56401915  0.80266866   0.85699236  0.3824447   0.14599685  0.2165991   0.75736509  0.86020599   0.32083351  0.41844796  0.76341398  0.69650303  0.01147941  0.60672541   0.34145414  0.40355587  0.76848012  0.17395317  0.12914475  0.79541339   0.92717821  0.53867228  0.38436539  0.96835115
11030-21177-26828	 0.91562556  0.4022995   0.21675795  0.50453113  0.15846397  0.17915093   0.95102636  0.82250265  0.3313522   0.25240738  0.06726842  0.06845141   0.35387588  0.13323038  0.15197609  0.97362643  0.02341944  0.96335119   0.72810355  0.79039032  0.93241221  0.55966823  0.98305816  0.52691246   0.91118008  0.54778454  0.30971102  0.24375732  0.10266482  0.15335538   0.58222256  0.90925395  0.87901954  0.38470664  0.7645647   0.0727365   0.51111895  0.03256377  0.96151075  0.20693226  0.93205382  0.19928544   0.4674893   0.22153638  0.41832785  0.76022413  0.09194283  0.02992439   0.94052825  0.64261393  0.38270616  0.29106824  0.53755755  0.55969083   0.59035775  0.52803632  0.50668597  0.65793284  0.03905588  0.70060732   0.28275705  0.21462832  0.07235318  0.40480715  0.55643418  0.82239998   0.28245688  0.18662749  0.31003408  0.94075729  0.28111731  0.23510007   0.41045723  0.33648934  0.50385172  0.17002401  0.72703609  0.65489407   0.82292348  0.30613269  0.64844576  0.55529073  0.98766811  0.87737791   0.37707298  0.66769462  0.82689101  0.88874124  0.96624021  0.07748129   0.55901608  0.18058236  0.26246114  0.68574029  0.79269934  0.49287782   0.21945856  0.30592624  0.75534469  0.09172192
11051-4523-25966	 0.0610743   0.24331741  0.41874896  0.88574077  0.92807006  0.31195473   0.35513367  0.76691647  0.75235801  0.11422929  0.26847743  0.06006906   0.77349378  0.63116163  0.96384818  0.47815126  0.38867034  0.54648248   0.84284475  0.54669786  0.25684314  0.25134887  0.70867645  0.35053849   0.91341966  0.27514903  0.69781711  0.30747021  0.80469963  0.95939194   0.22805948  0.70758099  0.52416515  0.53633751  0.59211985  0.33236159   0.05122193  0.17606267  0.97265231  0.81399456  0.14723678  0.64253674   0.72614566  0.1204685   0.09505582  0.246362    0.54304796  0.38369877   0.56359768  0.87414591  0.11705237  0.14909695  0.85036639  0.31136785   0.04521491  0.90347465  0.47353261  0.90658555  0.23841599  0.05208291   0.35914347  0.12503789  0.85716436  0.09113603  0.54690588  0.98672845   0.72009114  0.2626403   0.8267978   0.37563463  0.50865222  0.26256851   0.55841172  0.74086192  0.97626589  0.84421239  0.11785443  0.8464301   0.20238718  0.75271398  0.06284127  0.97593193  0.29238306  0.00377145   0.93334195  0.35362951  0.20809494  0.25171696  0.92334258  0.12662451   0.27273135  0.29696697  0.59080909  0.38095914  0.34508228  0.99904721   0.73310519  0.2579311   0.36129905  0.35503215
11075-5929-10056	 0.24201951  0.50211548  0.05960536  0.11782614  0.4416164   0.50079501   0.92367101  0.35115487  0.50209365  0.67014601  0.77784405  0.78931336   0.42665925  0.71541454  0.9019461   0.02198064  0.49578132  0.79410512   0.67766122  0.63893109  0.52210584  0.01039385  0.46512569  0.14828536   0.39388141  0.18896856  0.3184181   0.06616634  0.20724968  0.58048253   0.22639418  0.33800471  0.28691176  0.11373363  0.26901037  0.62767625   0.5806783   0.99126693  0.36916957  0.17273485  0.58819177  0.57294619   0.62011261  0.05807234  0.87105746  0.4618835   0.66215786  0.68861565   0.3433114   0.4209774   0.55960047  0.84547935  0.94071274  0.68774415   0.06880007  0.93030213  0.16774024  0.68043499  0.05815992  0.18698889   0.99767092  0.32166815  0.32922112  0.35679003  0.09989515  0.52979749   0.61820593  0.2391925   0.02308689  0.93685272  0.72603345  0.68708327   0.96889156  0.04865526  0.42125966  0.12972775  0.34685075  0.9728427   0.33922749  0.98948141  0.10058403  0.53408499  0.95685754  0.95453516   0.010579    0.14126989  0.43615481  0.25322839  0.36267898  0.03452402   0.59768365  0.62509773  0.54319849  0.55086524  0.80179964  0.2945927   0.22311614  0.83593204  0.45221275  0.47456976
11150-9645-18607	 0.70421672  0.05372718  0.83906338  0.85257107  0.16151024  0.77631679   0.84983375  0.49951499  0.24449516  0.74236477  0.67811163  0.84359713   0.74673745  0.75269415  0.65976683  0.33730828  0.60219601  0.45854471   0.11224844  0.06327445  0.19958978  0.54738416  0.83174885  0.81044586   0.42290161  0.14740982  0.11829222  0.68919427  0.89358885  0.02005936   0.74749018  0.38667246  0.55981746  0.53577144  0.77351428  0.35078204   0.87602511  0.69110461  0.40096729  0.76457226  0.78871823  0.43349271   0.60641399  0.46007935  0.34491417  0.80884812  0.20123703  0.77788006   0.09899845  0.94240265  0.40183319  0.34829348  0.21587241  0.82657572   0.39954086  0.97253867  0.11433671  0.08221411  0.25481315  0.49339811   0.14476583  0.96885922  0.44029413  0.75447193  0.43139161  0.84828953   0.75005236  0.72016997  0.88625836  0.02982909  0.2267036   0.67192872   0.1336645   0.79366645  0.18192971  0.53691632  0.05038913  0.70647985   0.04466395  0.46405337  0.96263344  0.59084824  0.94333133  0.39423488   0.0182507   0.13252036  0.53124749  0.96808321  0.84993394  0.12822624   0.32708564  0.90705989  0.82487679  0.66158738  0.96828665  0.64350712   0.94881177  0.19560753  0.7260396   0.41152603
11404-27247-32369	  4.46660168e-01   4.84241680e-01   6.09651042e-01   8.60907025e-02    2.37013539e-01   8.97051821e-01   6.52741693e-01   6.77220486e-02    6.63297216e-01   5.24387302e-01   9.38338881e-01   3.13801130e-01    7.89263603e-01   3.66619299e-01   8.07543067e-01   3.32162309e-01    7.71350661e-01   5.95754473e-01   5.80871666e-01   2.46311936e-02    2.09085440e-02   9.61610456e-01   5.69195947e-04   8.42645292e-01    3.16375519e-01   9.46699276e-01   9.53137089e-01   8.78059633e-01    8.14249773e-01   7.42366469e-01   6.00557681e-01   1.20830978e-01    3.96825273e-01   7.11462871e-01   5.89035958e-02   3.57361600e-01    2.82170165e-01   9.61458656e-01   6.99966443e-01   6.76330864e-01    7.20383377e-01   3.88029399e-01   7.15617542e-01   3.32993619e-01    9.17244145e-01   1.83460333e-01   9.53718158e-01   8.24415579e-01    4.21387899e-01   2.35560371e-01   1.96476855e-01   6.32241097e-01    5.09114247e-01   5.20898211e-01   9.96984729e-02   4.07952031e-01    9.94279462e-01   6.44183633e-01   6.06288957e-01   8.68128881e-01    6.28798906e-01   6.49464328e-01   4.97725164e-01   3.89242842e-01    8.80701677e-01   5.64771635e-01   9.87841812e-01   5.95347897e-01    1.56049034e-02   3.68875646e-01   7.29644021e-01   5.12221554e-01    8.36971622e-01   1.91214008e-01   8.11137421e-01   7.92767228e-02    2.08841213e-01   6.95134253e-01   2.78790499e-01   6.36647032e-01    4.66804299e-01   1.76996237e-01   1.52985129e-01   6.43420045e-01    8.35879481e-01   2.67410060e-01   4.08140763e-01   7.85851777e-01    7.76201457e-01   2.56864187e-01   8.72194977e-01   3.69355964e-01    6.57905508e-01   1.88263406e-01   2.74012826e-01   1.48470394e-01    1.75567667e-02   3.46519605e-01   9.56282964e-01   6.23147639e-02
11502-26394-22881	 0.02217609  0.03692108  0.20336009  0.04762344  0.30527198  0.86840206   0.80062651  0.08424392  0.28598143  0.39039218  0.98952349  0.60010915   0.65042881  0.60500267  0.50778263  0.72159608  0.35515045  0.87774291   0.98592178  0.88845755  0.48982579  0.15700056  0.27488466  0.22373117   0.8687799   0.60666518  0.79411344  0.59971418  0.10237208  0.7726631   0.73644116  0.26250386  0.40203686  0.96260381  0.13634328  0.44690879   0.98332236  0.19266822  0.29606188  0.99544155  0.731144    0.54144523   0.2791623   0.2412504   0.30291044  0.64207251  0.82808902  0.76663739   0.01610275  0.10494672  0.95924646  0.44300658  0.82972245  0.27326141   0.6448313   0.59396001  0.81609815  0.00516607  0.63323758  0.15916421   0.70331505  0.33685025  0.64179369  0.25050667  0.81255445  0.99533454   0.15589403  0.57615844  0.64862255  0.77257626  0.24217102  0.92577888   0.02455302  0.50133656  0.39332895  0.54596738  0.34732023  0.68150628   0.34008872  0.24938217  0.88967385  0.63706495  0.25679027  0.16273571   0.95583257  0.8315206   0.47704726  0.95242129  0.49416595  0.29642497   0.12526658  0.70196774  0.24766991  0.2944087   0.33977515  0.02765279   0.74732078  0.55657522  0.44509284  0.93930985
11527-19023-28769	 0.008567    0.45329853  0.57412995  0.68635424  0.82324788  0.19433046   0.80515755  0.25248775  0.73054134  0.29208771  0.04416014  0.67280008   0.58496725  0.0688057   0.00558694  0.02514224  0.66241921  0.23415864   0.89896452  0.42730603  0.23765443  0.70982079  0.32379404  0.95347257   0.71052061  0.95932583  0.37554464  0.42134594  0.44605151  0.20790681   0.14023899  0.27321981  0.97047499  0.8895784   0.26937379  0.5596528   0.32329206  0.06235755  0.30856687  0.12919586  0.99227086  0.49138869   0.33356118  0.43403887  0.36628264  0.41290401  0.07687145  0.76137739   0.58402978  0.16842397  0.92475405  0.44463239  0.04684908  0.44977651   0.08480162  0.85437342  0.38234473  0.84188094  0.32984889  0.95992292   0.70922465  0.44238172  0.22229331  0.52912101  0.37374279  0.18900985   0.98469819  0.68498978  0.57399368  0.63415283  0.37548089  0.19910805   0.41994604  0.16758294  0.55645227  0.45991174  0.48595964  0.55548478   0.34207433  0.66226606  0.427097    0.59493357  0.22439352  0.06923371   0.98458989  0.64803631  0.27029181  0.16517766  0.60195364  0.6051197   0.02331727  0.71673469  0.21685251  0.34274385  0.74787638  0.92364375   0.65727277  0.20352189  0.61477445  0.4307501 
1163-4229-20265	 0.25555375  0.28827745  0.87104744  0.34841104  0.32356807  0.40917853   0.04196222  0.77768142  0.35822231  0.87099317  0.07397038  0.2799718   0.40565648  0.68210494  0.97011064  0.22335687  0.15323852  0.47565087   0.37661516  0.7710525   0.76442911  0.03740274  0.02748859  0.05295101   0.5690954   0.14927685  0.15166357  0.08006486  0.6269621   0.41206641   0.59549494  0.70405988  0.2496215   0.59336348  0.68169824  0.16542627   0.51035237  0.66901166  0.45608074  0.28382907  0.60272562  0.26753031   0.9658366   0.73294605  0.37310671  0.35545389  0.8358737   0.49986779   0.47160179  0.53800874  0.87984548  0.93936793  0.3021491   0.18251699   0.92026699  0.4522806   0.82862464  0.48055671  0.19020861  0.32294588   0.24222204  0.08576239  0.42719253  0.62066455  0.6249507   0.1224489   0.25556529  0.52437118  0.69037255  0.99872643  0.50260814  0.31922506   0.00530895  0.7983651   0.90789977  0.09585022  0.04527255  0.03324299   0.92402402  0.39484802  0.795768    0.48566289  0.23152809  0.09862994   0.81564154  0.96415809  0.51529903  0.86621011  0.8098668   0.90566228   0.68644005  0.08904087  0.09746799  0.17860768  0.8058962   0.13678054   0.13669518  0.92547447  0.89812656  0.47255579
