ImageID	ClassID
13982-14440-23434	escola_enginyeria
30134-16709-25047	castell_cartoixa
26635-16060-16794	farmacia_albinyana
28711-12638-10402	teatre_principal
10965-12763-11660	desconegut
8182-20160-19910	ajuntament
9104-13160-28666	ajuntament
22817-11683-17403	mercat_independencia
27294-13554-25518	ajuntament
22723-18793-21318	dona_treballadora
31896-8453-29457	mercat_independencia
25468-25148-30673	catedral
27184-6665-26644	mnactec
14688-12819-23815	escola_enginyeria
15062-12588-15078	societat_general
17254-29128-26082	ajuntament
12677-10394-30861	estacio_nord
26173-10151-31659	mercat_independencia
23201-22951-25331	catedral
5587-2500-2047	ajuntament
22414-19113-26882	mercat_independencia
12549-27684-9423	masia_freixa
31554-28250-5070	estacio_nord
1275-23592-19161	mnactec
17651-2837-2110	castell_cartoixa
7225-8020-7022	masia_freixa
17969-14354-4208	desconegut
32334-1557-3040	catedral
25774-17704-2378	dona_treballadora
20212-15114-22936	mnactec
29096-11142-17454	dona_treballadora
32113-20096-13248	castell_cartoixa
23598-25199-26640	castell_cartoixa
13725-29641-11394	societat_general
11664-3914-27025	mercat_independencia
10530-9485-20379	castell_cartoixa
32353-29133-15679	escola_enginyeria
19226-20257-26538	societat_general
13127-10618-6177	masia_freixa
7134-17106-29165	farmacia_albinyana
25909-23-24457	desconegut
12012-3785-23764	estacio_nord
30715-32326-32129	castell_cartoixa
4703-8901-26528	catedral
4327-10775-2812	escola_enginyeria
8340-12313-23828	castell_cartoixa
21596-550-28729	societat_general
26962-32384-18054	escola_enginyeria
9105-1207-27189	mercat_independencia
1847-28705-11043	castell_cartoixa
2477-18162-1508	castell_cartoixa
4170-17564-5910	castell_cartoixa
14350-16580-2220	escola_enginyeria
1272-22809-14687	mnactec
3022-7149-24480	masia_freixa
32083-17348-26253	societat_general
12173-15448-14912	estacio_nord
13850-1388-5840	escola_enginyeria
3241-5482-20135	farmacia_albinyana
24139-22852-23402	mercat_independencia
14573-18930-26440	farmacia_albinyana
23378-15741-27721	farmacia_albinyana
19272-22624-1425	castell_cartoixa
31521-27416-3611	ajuntament
8107-3097-32556	escola_enginyeria
32586-6828-165	mercat_independencia
28063-19516-20553	desconegut
211-18679-31286	teatre_principal
14549-19307-12740	escola_enginyeria
14054-23422-8640	ajuntament
4622-13091-29764	teatre_principal
29460-15699-17284	dona_treballadora
26944-18883-9233	estacio_nord
25508-9024-15968	estacio_nord
7716-10535-3978	mnactec
5119-5845-21364	teatre_principal
2020-19642-29081	dona_treballadora
27180-11286-19734	masia_freixa
29745-958-10281	escola_enginyeria
24741-9540-13217	societat_general
1003-11153-22558	castell_cartoixa
16389-27893-20763	estacio_nord
16987-26941-2540	catedral
11030-21177-26828	mercat_independencia
4383-9273-22247	catedral
28153-2397-9738	desconegut
29532-22718-30761	teatre_principal
21362-10463-1342	mercat_independencia
5132-14230-17242	desconegut
30526-32458-13917	teatre_principal
19893-9537-3624	desconegut
18178-15156-22028	castell_cartoixa
2349-22121-8125	ajuntament
32054-24878-7104	escola_enginyeria
18563-3693-25712	masia_freixa
2020-17151-18071	dona_treballadora
31146-457-12501	mnactec
15652-30888-1718	mercat_independencia
17753-26358-13630	catedral
10984-8222-15245	desconegut
25161-17916-25457	estacio_nord
1163-4229-20265	masia_freixa
3607-12343-7554	farmacia_albinyana
3924-1033-31992	catedral
29357-27730-11112	castell_cartoixa
17469-21378-15783	escola_enginyeria
17969-24738-7116	masia_freixa
6270-24599-2099	castell_cartoixa
12626-2224-1365	masia_freixa
2593-20393-27590	estacio_nord
13489-6628-4955	mnactec
6254-25887-19790	estacio_nord
3087-8745-10287	estacio_nord
11728-21346-4622	mnactec
12853-12378-19039	teatre_principal
12847-13717-17938	ajuntament
22925-28578-20117	teatre_principal
24104-6761-12479	teatre_principal
2703-21708-29015	mnactec
216-22905-14268	farmacia_albinyana
20266-4113-20424	escola_enginyeria
14428-32209-9214	masia_freixa
32483-3320-30623	dona_treballadora
30296-7635-2881	estacio_nord
25597-729-8829	mercat_independencia
14683-22304-29109	mnactec
4679-9669-18616	desconegut
17688-28213-20368	estacio_nord
8311-31125-28393	desconegut
21775-21948-30135	catedral
25842-18519-29563	dona_treballadora
27205-28530-5776	masia_freixa
21168-10769-17541	masia_freixa
11502-26394-22881	catedral
26302-1442-12494	mnactec
27445-29939-24940	mnactec
23460-2018-232	ajuntament
6666-24192-30687	ajuntament
25469-12339-8416	dona_treballadora
12076-20620-483	dona_treballadora
22913-7528-16160	dona_treballadora
11913-7242-5080	masia_freixa
24769-31316-30181	teatre_principal
11923-1030-14685	mercat_independencia
658-9876-15075	escola_enginyeria
22085-17403-7788	masia_freixa
22004-23342-23069	catedral
23165-21422-24714	dona_treballadora
27359-6011-5584	mnactec
5555-15557-22970	catedral
21564-9118-14217	farmacia_albinyana
20481-4745-28695	mnactec
18881-1450-1334	teatre_principal
14710-19212-20631	castell_cartoixa
20333-10296-1108	mnactec
22892-22393-23158	escola_enginyeria
1958-10731-5385	masia_freixa
8946-23925-2008	castell_cartoixa
9729-31283-10558	ajuntament
29714-6571-31350	dona_treballadora
27790-28423-27598	farmacia_albinyana
18268-15282-29392	ajuntament
12279-20667-2684	estacio_nord
10743-32287-3085	farmacia_albinyana
14333-6140-10949	mnactec
51-16676-22265	estacio_nord
20255-11345-30617	castell_cartoixa
22577-13010-4226	societat_general
22380-10995-32491	masia_freixa
14322-12946-4058	teatre_principal
23894-17610-345	mercat_independencia
18526-1752-24892	escola_enginyeria
32120-31232-4350	ajuntament
18404-6469-17063	societat_general
2162-635-4996	farmacia_albinyana
7113-4121-11149	societat_general
19388-25656-4683	societat_general
31666-18465-4442	mnactec
29777-31954-1661	societat_general
12640-26750-25778	catedral
8162-2659-27635	ajuntament
22261-2539-29207	societat_general
13393-29988-24195	desconegut
23998-20939-5410	castell_cartoixa
10347-8375-16107	mnactec
9875-24792-25359	estacio_nord
24921-30622-26673	escola_enginyeria
7002-30328-20473	castell_cartoixa
8866-19715-9879	catedral
29796-14601-23662	farmacia_albinyana
29695-18154-22355	dona_treballadora
2312-16439-6447	dona_treballadora
23549-16411-29493	societat_general
382-3670-6790	castell_cartoixa
7732-20489-24091	desconegut
4406-18633-1754	castell_cartoixa
19759-22420-16517	dona_treballadora
21859-19252-9161	dona_treballadora
9519-28313-15898	masia_freixa
23238-29876-9475	dona_treballadora
4376-21680-10065	masia_freixa
1899-25878-11826	mnactec
25663-9530-18450	dona_treballadora
5508-9538-28405	catedral
20331-18414-26334	castell_cartoixa
493-18270-26289	mnactec
13787-7711-31796	masia_freixa
1912-10224-8704	dona_treballadora
13212-8671-1126	ajuntament
32201-4697-1931	teatre_principal
20123-7297-16062	mercat_independencia
11008-9044-22797	mnactec
28036-31240-25237	dona_treballadora
4242-11748-18078	mnactec
15143-29601-30127	estacio_nord
16463-6205-4535	mnactec
5514-10689-17770	dona_treballadora
28314-7959-27714	desconegut
12417-22339-6243	mnactec
28087-5032-31417	teatre_principal
14122-17907-23114	mnactec
4409-19337-12386	estacio_nord
22090-9239-15522	escola_enginyeria
1354-30624-16524	escola_enginyeria
26203-2019-16436	mnactec
30661-26969-930	castell_cartoixa
8030-5747-18392	masia_freixa
16942-7291-31748	mercat_independencia
7587-14203-6235	masia_freixa
22789-32074-1360	dona_treballadora
18701-24993-21422	ajuntament
19241-7777-7267	ajuntament
11720-10330-28017	teatre_principal
22083-26678-2118	escola_enginyeria
31789-11383-14508	societat_general
27337-2921-25247	societat_general
10022-29385-12746	masia_freixa
19950-18975-22281	mercat_independencia
13031-32545-15437	castell_cartoixa
12334-7343-25180	ajuntament
27231-27374-24719	escola_enginyeria
23573-19327-19380	mnactec
28253-9849-18464	farmacia_albinyana
11527-19023-28769	ajuntament
15717-30272-20094	farmacia_albinyana
2019-16783-24548	castell_cartoixa
25982-23004-26294	estacio_nord
24531-13936-30640	ajuntament
21416-18567-1284	castell_cartoixa
17260-14082-6865	estacio_nord
3311-27747-29929	societat_general
22772-18088-25474	mnactec
8909-32015-170	escola_enginyeria
18924-7993-22902	escola_enginyeria
4143-18219-7560	estacio_nord
20428-14146-5392	teatre_principal
15661-24731-14114	dona_treballadora
6800-16491-11432	mercat_independencia
16329-5422-1090	castell_cartoixa
3289-16668-26202	dona_treballadora
9951-25030-4235	dona_treballadora
15165-11070-15385	mnactec
27998-24763-29043	castell_cartoixa
19125-2418-28877	escola_enginyeria
3957-29990-4405	masia_freixa
26830-32008-6040	mercat_independencia
19639-30271-4652	mercat_independencia
13165-3173-7669	mercat_independencia
23227-31800-22804	teatre_principal
21033-11566-16819	castell_cartoixa
20911-11036-11107	catedral
15465-17632-16229	ajuntament
27270-31916-14262	escola_enginyeria
32750-11511-5865	escola_enginyeria
11075-5929-10056	ajuntament
17483-20839-8532	castell_cartoixa
30257-26838-17414	mnactec
3203-15471-11089	societat_general
22090-25263-26195	societat_general
1360-990-30109	catedral
14917-24542-10797	farmacia_albinyana
11717-6729-12967	dona_treballadora
14496-8883-17763	desconegut
17331-23839-31008	castell_cartoixa
5278-7363-8391	mnactec
25445-27341-4589	mercat_independencia
5773-27456-7284	ajuntament
2974-5179-13317	desconegut
6173-12283-19421	escola_enginyeria
564-25225-28061	teatre_principal
27481-17099-24838	mercat_independencia
18764-30994-1213	castell_cartoixa
29623-21353-28719	mnactec
12507-3011-22068	escola_enginyeria
7939-25737-7691	ajuntament
9187-12751-17682	masia_freixa
15281-31885-10046	farmacia_albinyana
23932-24417-31575	societat_general
15979-2397-17478	catedral
699-3417-22061	dona_treballadora
24086-5301-14544	ajuntament
951-22856-31610	ajuntament
31520-13500-18267	catedral
27434-27616-1763	escola_enginyeria
2942-31340-30207	mercat_independencia
7406-12364-13224	castell_cartoixa
16074-30910-1278	mnactec
8015-17782-27694	desconegut
27602-26578-20776	mnactec
5062-5283-26656	masia_freixa
19963-23764-23433	mercat_independencia
14583-22094-565	masia_freixa
20435-19912-14764	mnactec
32116-12970-2874	societat_general
24336-2446-14837	ajuntament
26517-27932-18130	farmacia_albinyana
16924-23790-9737	ajuntament
464-28878-898	mercat_independencia
1979-1571-16466	mercat_independencia
17931-21199-29926	mercat_independencia
9771-32136-14837	mnactec
22377-32597-21156	catedral
3877-30538-32346	masia_freixa
5185-18073-31895	ajuntament
13144-967-15166	castell_cartoixa
20480-21005-18776	masia_freixa
10639-20469-22062	mnactec
21749-30261-5438	mercat_independencia
8446-10674-31212	dona_treballadora
15896-1098-10373	desconegut
28047-32088-29777	mnactec
15141-12962-10186	societat_general
1076-15709-16801	mercat_independencia
30060-23040-17799	teatre_principal
26927-13924-29412	teatre_principal
29709-27786-19493	societat_general
22707-18292-31031	desconegut
30724-27104-3634	societat_general
2750-1251-28359	estacio_nord
11150-9645-18607	catedral
29239-12357-32555	castell_cartoixa
2117-5298-28588	dona_treballadora
3131-10492-7947	societat_general
9150-28832-4491	dona_treballadora
31873-9842-13473	catedral
22103-16899-9273	estacio_nord
31819-3187-11716	mnactec
22567-252-14912	dona_treballadora
14954-17498-9508	escola_enginyeria
4785-12679-260	catedral
15583-13843-26260	dona_treballadora
15716-25710-4269	societat_general
2909-7870-19136	estacio_nord
24919-21830-30645	masia_freixa
8658-23081-22141	desconegut
23784-20532-9251	societat_general
17448-13231-5610	dona_treballadora
10690-18667-24717	desconegut
11404-27247-32369	estacio_nord
13003-29876-5606	dona_treballadora
18261-19009-29687	catedral
38-29833-926	castell_cartoixa
21572-23645-9047	dona_treballadora
30925-19577-20681	castell_cartoixa
9010-3628-14029	farmacia_albinyana
30833-8868-2656	escola_enginyeria
20679-18258-6574	mercat_independencia
26833-1317-31766	teatre_principal
25879-25593-10544	dona_treballadora
16639-21149-21970	teatre_principal
25812-6912-29570	catedral
23145-21797-3773	farmacia_albinyana
24301-15116-19148	desconegut
10265-24318-22503	teatre_principal
18123-2934-28227	desconegut
22144-11818-32078	teatre_principal
21532-7697-25472	teatre_principal
10940-2896-17135	mercat_independencia
27553-24188-24634	castell_cartoixa
25226-13564-2888	dona_treballadora
32519-18982-27827	ajuntament
26191-6956-31862	mnactec
7568-9419-21542	mercat_independencia
27298-5012-7485	estacio_nord
5129-4895-16473	farmacia_albinyana
